seed,umap_dim,umap_neighbours,umap_min_dist,min_cluster_size,min_samples,dbcv,noise_frac,n_clusters,median_cluster_size,cluster_selection_method
42,5,30,0.1,100,,0.21065333805746625,0.48507019024240566,84,263,eom
42,5,30,0.1,100,5,0.060069498,0,2,52144,eom
42,5,30,0.1,100,10,0.04971269,2.876649278919914e-05,2,52142.5,eom
42,5,30,0.1,200,,0.1353506880734604,0,2,52144,eom
42,5,30,0.1,200,5,0.060069498,0,2,52144,eom
42,5,30,0.1,200,10,0.04971269,2.876649278919914e-05,2,52142.5,eom
42,5,50,0,25,,0.2924989373519373,0.4185812365756367,285,85,eom
42,5,50,0,25,5,0.211598935,0.4419588063823259,468,65.5,eom
42,5,50,0,25,10,0.2951732882190615,0.3974282755446456,343,69,eom
42,5,50,0,50,,0.30031965117425125,0.4350356704510586,176,154.5,eom
42,5,50,0,50,5,0.3114160652959674,0.3742137158637619,235,129,eom
42,5,50,0,50,10,0.285605683,0.3983871586376189,221,127,eom
42,5,50,0,100,,0.28136847910976953,0.4449792881251918,104,290.5,eom
42,5,50,0,100,5,0.31550041359664727,0.36567006750536973,142,254.5,eom
42,5,50,0,100,10,0.28384404679519876,0.3981953820190242,137,266,eom
42,5,50,0,200,,0.4184980377074533,0.3597154034980055,48,554,eom
42,5,50,0,200,5,0.3247166721699973,0.3621222000613685,81,550,eom
42,5,50,0,200,10,0.32046153541091343,0.3566277999386315,79,546,eom
42,5,50,0.1,25,,0.24452360673476536,0.47054311138386007,231,89,eom
42,5,50,0.1,25,5,0.23410117700938185,0.4412108775698067,329,63,eom
42,5,50,0.1,25,10,0.23140039377691635,0.4578187327401043,308,69,eom
42,5,50,0.1,50,,0.249645977,0.47958537895059833,142,170,eom
42,5,50,0.1,50,5,0.27039429642352736,0.43544799018103714,206,125,eom
42,5,50,0.1,50,10,0.285147059,0.44495052163240256,193,127,eom
42,5,50,0.1,100,,0.21196365252180455,0.44917919607241485,77,312,eom
42,5,50,0.1,100,5,0.2719999837899772,0.4227523780300706,114,276,eom
42,5,50,0.1,100,10,0.28337771,0.4395903651426818,112,268,eom
42,5,50,0.1,200,,0.22004629213450497,0,2,52144,eom
42,5,50,0.1,200,5,0.24290736206012747,0.4214578858545566,76,520,eom
42,5,50,0.1,200,10,0.28072504722261227,0.4202401043264805,67,520,eom
42,10,13,0,25,,0.21616953192843152,0.4470984197606628,497,62,eom
42,10,13,0,25,5,0.18578046303521606,0.40196379257440934,703,51,eom
42,10,13,0,25,10,0.21953976226082766,0.4035267720159558,626,51,eom
42,10,13,0,50,,0.2695683215738763,0.43467129487572875,208,131,eom
42,10,13,0,50,5,0.18758044349438197,0.4048308530223995,353,113,eom
42,10,13,0,50,10,0.23315266509450847,0.4121663086836453,326,122.5,eom
42,10,13,0,100,,0.30727094677204997,0.4046774317275238,100,273,eom
42,10,13,0,100,5,0.21367000452173882,0.40567467014421604,201,225,eom
42,10,13,0,100,10,0.32117184676322663,0.3473170451058607,159,251,eom
42,10,13,0,200,,0.22546422266943586,0.36738646824179194,48,520,eom
42,10,13,0,200,5,0.29655985521302725,0.3031508898435103,89,421,eom
42,10,13,0,200,10,0.32260838737696207,0.3052508438171218,85,401,eom
42,10,13,0.1,25,,0.16500027958629082,0.5131654648665235,418,66,eom
42,10,13,0.1,25,5,0.1797513918384672,0.4583077631175207,624,50,eom
42,10,13,0.1,25,10,0.19441292875589286,0.46223918379871126,548,51,eom
42,10,13,0.1,50,,0.2504887781195658,0.4947165541577171,165,154,eom
42,10,13,0.1,50,5,0.26857571332920693,0.4004104019637926,257,114,eom
42,10,13,0.1,50,10,0.27864003708340285,0.41791001841055536,239,120,eom
42,10,13,0.1,100,,0.16984852065949518,0,2,52144,eom
42,10,13,0.1,100,5,0.1899919041378234,0,2,52144,eom
42,10,13,0.1,100,10,0.1899919041378234,0,2,52144,eom
42,10,13,0.1,200,,0.10972303213093533,0,2,52144,eom
42,10,13,0.1,200,5,0.1899919041378234,0,2,52144,eom
42,10,13,0.1,200,10,0.1899919041378234,0,2,52144,eom
42,10,30,0,25,,0.1890599957436267,0.4944288892298251,424,66,eom
42,10,30,0,25,5,0.19243358833033336,0.42884128567045104,562,56,eom
42,10,30,0,25,10,0.2152133967855474,0.4329069499846579,511,58,eom
42,10,30,0,50,,0.2990647351848852,0.435380868,191,133,eom
42,10,30,0,50,5,0.2883691965414035,0.37503835532371893,258,121,eom
42,10,30,0,50,10,0.3486817969631061,0.38256558760355935,238,129.5,eom
42,10,30,0,100,,0.3175534548266258,0.4513462718625345,108,282,eom
42,10,30,0,100,5,0.302235506,0.39192428659097883,148,229.5,eom
42,10,30,0,100,10,0.35001886128534776,0.39524202209266646,146,230.5,eom
42,10,30,0,200,,0.2982472299599608,0.40818694384780607,49,521,eom
42,10,30,0,200,5,0.3837878330868717,0.32890648972077324,78,426.5,eom
42,10,30,0,200,10,0.323569713,0.36389613378336916,81,450,eom
42,10,30,0.1,25,,0.16094704370494306,0.5472729364835839,348,70,eom
42,10,30,0.1,25,5,0.15259013352539103,0.4834976219699294,510,56,eom
42,10,30,0.1,25,10,0.19123127263887973,0.5226008745013808,467,57,eom
42,10,30,0.1,50,,0.21943449916082575,0.49884934028843203,164,149,eom
42,10,30,0.1,50,5,0.21282868664411528,0.43558223381405337,237,111,eom
42,10,30,0.1,50,10,0.24676960251440164,0.4520079011966861,212,123,eom
42,10,30,0.1,100,,0.2002056662458017,0.4189264344891071,67,314,eom
42,10,30,0.1,100,5,0.2332832020328532,0.4299535900583001,126,246.5,eom
42,10,30,0.1,100,10,0.28093143179146585,0.44389575023013195,127,241,eom
42,10,30,0.1,200,,0.21028851635908813,0.4393889996931574,39,586,eom
42,10,30,0.1,200,5,0.068487203,0.000239721,2,52131.5,eom
42,10,30,0.1,200,10,0.024540431283654168,0.000239721,2,52131.5,eom
42,10,50,0,25,,0.296123178,0.41832233814053393,299,77,eom
42,10,50,0,25,5,0.19742522082217656,0.4528517183185026,466,67,eom
42,10,50,0,25,10,0.21358167604212103,0.45689820497084993,424,68.5,eom
42,10,50,0,50,,0.3203781399226661,0.4330316047867444,183,152,eom
42,10,50,0,50,5,0.2843215108271542,0.3796026388462719,243,114,eom
42,10,50,0,50,10,0.3137229627084679,0.37971770481742867,229,124,eom
42,10,50,0,100,,0.3451762702233538,0.4396478981282602,109,283,eom
42,10,50,0,100,5,0.27913488183346163,0.3657467781528076,136,265.5,eom
42,10,50,0,100,10,0.31296662928205704,0.3778958269407794,136,269,eom
42,10,50,0,200,,0.3516237196269508,0.3557264498312366,48,547.5,eom
42,10,50,0,200,5,0.3651416513420624,0.3431938478060755,77,543,eom
42,10,50,0,200,10,0.37830570227926613,0.33416116907026694,75,517,eom
42,10,50,0.1,25,,0.21738050562110914,0.4688650659711568,247,84,eom
42,10,50,0.1,25,5,0.15744240598022496,0.4975260816201289,431,64,eom
42,10,50,0.1,25,10,0.2310973474108881,0.44868057686406876,314,69,eom
42,10,50,0.1,50,,0.20890487899006055,0.4347096501994477,141,157,eom
42,10,50,0.1,50,5,0.26252898581153483,0.4295508591592513,212,118,eom
42,10,50,0.1,50,10,0.2787091517571988,0.4408369131635471,198,121.5,eom
42,10,50,0.1,100,,0.19550944722510555,0.44935179502915007,84,299,eom
42,10,50,0.1,100,5,0.28955453762373984,0.42837143295489416,121,299,eom
42,10,50,0.1,100,10,0.27198802031966024,0.4426108468855477,117,280,eom
42,10,50,0.1,200,,0.26243390481635537,0.4228770328321571,40,609,eom
42,10,50,0.1,200,5,0.2649721513374984,0.42448795642835224,81,478,eom
42,10,50,0.1,200,10,0.23132192360099857,0.41651004909481437,74,445,eom
42,15,13,0,25,,0.2034027002198273,0.44812442467014424,499,59,eom
42,15,13,0,25,5,0.20082732402834821,0.39723649892605095,697,51,eom
42,15,13,0,25,10,0.23394609442516198,0.4095581466707579,619,52,eom
42,15,13,0,50,,0.29955112068490936,0.42476603252531453,206,140,eom
42,15,13,0,50,5,0.20547913012767385,0.3936215096655416,348,120,eom
42,15,13,0,50,10,0.2675843633564521,0.4080910555385087,322,121.5,eom
42,15,13,0,100,,0.2926964009638661,0.4063075329855784,104,299,eom
42,15,13,0,100,5,0.32292352456505014,0.34594584228290887,167,232,eom
42,15,13,0,100,10,0.32339948675948954,0.3649988493402884,158,246.5,eom
42,15,13,0,200,,0.2635246730995075,0.35844008898435104,49,458,eom
42,15,13,0,200,5,0.27241800238198066,0.3154917152500767,87,428,eom
42,15,13,0,200,10,0.29494659760458614,0.3233545566124578,87,414,eom
42,15,13,0.1,25,,0.2033317287742073,0.5088792574409328,415,62,eom
42,15,13,0.1,25,5,0.17188468764210116,0.4455258514881866,612,50.5,eom
42,15,13,0.1,25,10,0.19120593633646282,0.47408138999693156,550,52.5,eom
42,15,13,0.1,50,,0.3324221260992033,0,3,13337,eom
42,15,13,0.1,50,5,0.2540150454441322,0.406537665,269,114,eom
42,15,13,0.1,50,10,0.25286513205368627,0.42675092052776925,246,113.5,eom
42,15,13,0.1,100,,0.2934464296314105,0,3,13337,eom
42,15,13,0.1,100,5,0.28110209552759796,0,2,52144,eom
42,15,13,0.1,100,10,0.28110209552759796,0,2,52144,eom
42,15,13,0.1,200,,0.3022390846526558,0,2,52144,eom
42,15,13,0.1,200,5,0.28110209552759796,0,2,52144,eom
42,15,13,0.1,200,10,0.28110209552759796,0,2,52144,eom
42,15,30,0,25,,0.17416948084700287,0.4890303774163854,418,68,eom
42,15,30,0,25,5,0.18413205420493695,0.42631942313593124,565,55,eom
42,15,30,0,25,10,0.19414890394952508,0.44518065357471615,507,57,eom
42,15,30,0,50,,0.2728837329103069,0.43467129487572875,187,140,eom
42,15,30,0,50,5,0.29313182225862605,0.3754027308990488,261,124,eom
42,15,30,0,50,10,0.2971434369615115,0.3871298711261123,236,133,eom
42,15,30,0,100,,0.2890366360106123,0.4573201135317582,108,272,eom
42,15,30,0,100,5,0.31431178885271205,0.3830258514881866,157,220,eom
42,15,30,0,100,10,0.29352941312964187,0.39323795642835224,151,231,eom
42,15,30,0,200,,0.31272151062718145,0.40504180730285366,48,581.5,eom
42,15,30,0,200,5,0.37395318267743033,0.3371528843203437,75,450,eom
42,15,30,0,200,10,0.3462323119830661,0.3462335072108009,75,426,eom
42,15,30,0.1,25,,0.2057592286322753,0.4763731205891378,281,75,eom
42,15,30,0.1,25,5,0.1684937514578978,0.4918303160478674,517,55,eom
42,15,30,0.1,25,10,0.14571638739753778,0.5105189475299171,451,57,eom
42,15,30,0.1,50,,0.21024282046414872,0.4626610923596195,149,144,eom
42,15,30,0.1,50,5,0.23760361958221432,0.4464367904265112,228,115,eom
42,15,30,0.1,50,10,0.22640959111769224,0.451077785,205,128,eom
42,15,30,0.1,100,,0.054485368,1.9177661859466094e-05,2,52143,eom
42,15,30,0.1,100,5,0.093141158,0,2,52144,eom
42,15,30,0.1,100,10,0.2605966504746915,0.44511353175820806,124,261,eom
42,15,30,0.1,200,,0.08597143,9.588830929733047e-06,2,52143.5,eom
42,15,30,0.1,200,5,0.093141158,0,2,52144,eom
42,15,30,0.1,200,10,0.050568263,0,2,52144,eom
42,15,50,0,25,,0.2885493399410904,0.40937595888309297,298,79,eom
42,15,50,0,25,5,0.19847602242803342,0.4558434335685793,493,63,eom
42,15,50,0,25,10,0.22676366670140197,0.45692697146363914,438,68,eom
42,15,50,0,50,,0.3559423227408571,0.41977984044185335,174,147.5,eom
42,15,50,0,50,5,0.31028515919025323,0.39488723534826636,248,122,eom
42,15,50,0,50,10,0.3011667164213493,0.3869572721693771,226,120,eom
42,15,50,0,100,,0.31748190775707785,0.4435409634857318,104,309,eom
42,15,50,0,100,5,0.3090994792852936,0.3954529763731206,139,263,eom
42,15,50,0,100,10,0.31950530616571376,0.3899106320957349,138,249,eom
42,15,50,0,200,,0.3902409814305838,0.35133476526541885,48,570,eom
42,15,50,0,200,5,0.4224203031785015,0.333978981,71,576,eom
42,15,50,0,200,10,0.37735714468199877,0.33699946302546796,71,525,eom
42,15,50,0.1,25,,0.26930712774276855,0.4594967781528076,251,81,eom
42,15,50,0.1,25,5,0.17325821410321965,0.5111230438784903,451,63,eom
42,15,50,0.1,25,10,0.17768052656897765,0.5167996317888923,387,66,eom
42,15,50,0.1,50,,0.24301999076638517,0.43927393372200063,141,160,eom
42,15,50,0.1,50,5,0.23396102937186075,0.43286859466093897,211,118,eom
42,15,50,0.1,50,10,0.25943913668451923,0.44491216630868363,197,123,eom
42,15,50,0.1,100,,0.20869596631712417,0.43703973611537283,80,296,eom
42,15,50,0.1,100,5,0.24368717497187728,0.45289007364222156,125,252,eom
42,15,50,0.1,100,10,0.2480282532776495,0.44903536360846885,122,251,eom
42,15,50,0.1,200,,0.25406083078925323,0.4212852868978214,41,611,eom
42,15,50,0.1,200,5,0.24217861322953987,0.4266837987112611,78,480,eom
42,15,50,0.1,200,10,0.23137288956914034,0.3929119361767413,67,485,eom
